"gene_id" "gene_biotype"
"1249533" "ENSG00000239183" "snoRNA"
"1249536" "ENSG00000198000" "protein_coding"
"1250144" "ENSG00000188312" "protein_coding"
"1250202" "ENSG00000229530" "processed_pseudogene"
"1250206" "ENSG00000106809" "protein_coding"
"1250261" "ENSG00000127083" "protein_coding"
"1250273" "ENSG00000106819" "protein_coding"
"1250312" "ENSG00000106823" "protein_coding"
"1250385" "ENSG00000264158" "miRNA"
"1250388" "ENSG00000225551" "unprocessed_pseudogene"
"1250391" "ENSG00000127080" "protein_coding"
"1250441" "ENSG00000213669" "processed_pseudogene"
"1250444" "ENSG00000185963" "protein_coding"
"1250485" "ENSG00000187984" "transcribed_unprocessed_pseudogene"
"1250535" "ENSG00000252772" "snRNA"
"1250538" "ENSG00000226721" "processed_pseudogene"
"1250541" "ENSG00000275318" "unprocessed_pseudogene"
"1250544" "ENSG00000127081" "protein_coding"
"1250603" "ENSG00000226668" "transcribed_unprocessed_pseudogene"
"1250626" "ENSG00000232843" "processed_pseudogene"
"1250629" "ENSG00000188101" "unprocessed_pseudogene"
"1250644" "ENSG00000127084" "protein_coding"
"1250821" "ENSG00000157303" "protein_coding"
"1250880" "ENSG00000223446" "antisense"
"1250884" "ENSG00000165233" "protein_coding"
"1250948" "ENSG00000131669" "protein_coding"
"1250979" "ENSG00000203364" "lincRNA"
"1250984" "ENSG00000165238" "protein_coding"
"1251381" "ENSG00000204352" "protein_coding"
"1251397" "ENSG00000200570" "snRNA"
"1251400" "ENSG00000201074" "misc_RNA"
"1251403" "ENSG00000237385" "antisense"
"1251407" "ENSG00000227603" "antisense"
"1251411" "ENSG00000188938" "protein_coding"
"1251487" "ENSG00000048828" "protein_coding"
"1251598" "ENSG00000197724" "protein_coding"
"1251692" "ENSG00000283146" "miRNA"
"1251695" "ENSG00000265347" "miRNA"
"1251698" "ENSG00000231990" "lincRNA"
"1251702" "ENSG00000131668" "protein_coding"
"1251727" "ENSG00000235601" "lincRNA"
"1251735" "ENSG00000158079" "protein_coding"
"1251811" "ENSG00000227666" "processed_pseudogene"
"1251814" "ENSG00000269946" "lincRNA"
"1251818" "ENSG00000199165" "miRNA"
"1251821" "ENSG00000199072" "miRNA"
"1251824" "ENSG00000269929" "lincRNA"
"1251827" "ENSG00000230262" "lincRNA"
"1251837" "ENSG00000199133" "miRNA"
"1251840" "ENSG00000175787" "protein_coding"
"1251899" "ENSG00000237679" "processed_pseudogene"
"1251902" "ENSG00000130950" "protein_coding"
"1251943" "ENSG00000232063" "lincRNA"
"1251948" "ENSG00000224815" "processed_pseudogene"
"1251951" "ENSG00000282886" "processed_pseudogene"
"1251954" "ENSG00000148110" "protein_coding"
"1252003" "ENSG00000278486" "processed_pseudogene"
"1252006" "ENSG00000224245" "unprocessed_pseudogene"
"1252013" "ENSG00000202445" "snRNA"
"1252016" "ENSG00000231806" "antisense"
"1252021" "ENSG00000130957" "protein_coding"
"1252041" "ENSG00000165140" "protein_coding"
"1252095" "ENSG00000148120" "protein_coding"
"1252390" "ENSG00000252153" "miRNA"
"1252393" "ENSG00000230815" "sense_intronic"
"1252397" "ENSG00000236095" "sense_intronic"
"1252402" "ENSG00000224764" "antisense"
"1252406" "ENSG00000274115" "miRNA"
"1252409" "ENSG00000207563" "miRNA"
"1252412" "ENSG00000207864" "miRNA"
"1252415" "ENSG00000207617" "miRNA"
"1252418" "ENSG00000158169" "protein_coding"
"1252586" "ENSG00000229065" "antisense"
"1252590" "ENSG00000223849" "processed_pseudogene"
"1252593" "ENSG00000251884" "rRNA"
"1252596" "ENSG00000230221" "processed_pseudogene"
"1252599" "ENSG00000271384" "lincRNA"
"1252602" "ENSG00000213761" "processed_pseudogene"
"1252605" "ENSG00000185920" "protein_coding"
"1253202" "ENSG00000271314" "antisense"
"1253205" "ENSG00000271155" "antisense"
"1253208" "ENSG00000271659" "antisense"
"1253211" "ENSG00000229345" "lincRNA"
"1253216" "ENSG00000228142" "lincRNA"
"1253224" "ENSG00000227358" "processed_pseudogene"
"1253227" "ENSG00000175611" "processed_transcript"
"1253252" "ENSG00000268926" "lincRNA"
"1253255" "ENSG00000252847" "snRNA"
"1253258" "ENSG00000182150" "protein_coding"
"1253397" "ENSG00000199202" "rRNA"
"1253400" "ENSG00000237631" "processed_pseudogene"
"1253403" "ENSG00000225194" "lincRNA"
"1253413" "ENSG00000237212" "lincRNA"
"1253421" "ENSG00000201938" "misc_RNA"
"1253424" "ENSG00000275465" "lincRNA"
"1253429" "ENSG00000224546" "processed_pseudogene"
"1253432" "ENSG00000130948" "protein_coding"
"1253514" "ENSG00000232283" "antisense"
"1253519" "ENSG00000207276" "snRNA"
"1253522" "ENSG00000130958" "protein_coding"
"1253604" "ENSG00000165244" "protein_coding"
"1253620" "ENSG00000238251" "processed_pseudogene"
"1253623" "ENSG00000130956" "protein_coding"
"1253664" "ENSG00000081377" "protein_coding"
"1253927" "ENSG00000158122" "protein_coding"
"1253975" "ENSG00000224848" "lincRNA"
"1253979" "ENSG00000233820" "transcribed_processed_pseudogene"
"1253985" "ENSG00000081386" "protein_coding"
"1254036" "ENSG00000196597" "protein_coding"
"1254121" "ENSG00000196312" "protein_coding"
"1254193" "ENSG00000269907" "processed_pseudogene"
"1254196" "ENSG00000227257" "processed_pseudogene"
"1254199" "ENSG00000188152" "protein_coding"
"1254238" "ENSG00000236745" "processed_pseudogene"
"1254241" "ENSG00000136943" "protein_coding"
"1254290" "ENSG00000197214" "processed_pseudogene"
"1254293" "ENSG00000228376" "transcribed_processed_pseudogene"
"1254300" "ENSG00000228038" "processed_pseudogene"
"1254303" "ENSG00000213612" "processed_pseudogene"
"1254306" "ENSG00000277103" "processed_pseudogene"
"1254309" "ENSG00000159712" "unprocessed_pseudogene"
"1254327" "ENSG00000252721" "snRNA"
"1254330" "ENSG00000242375" "lincRNA"
"1254335" "ENSG00000188801" "processed_pseudogene"
"1254338" "ENSG00000203279" "lincRNA"
"1254346" "ENSG00000235494" "lincRNA"
"1254350" "ENSG00000254876" "processed_transcript"
"1254381" "ENSG00000255036" "processed_transcript"
"1254568" "ENSG00000254483" "unprocessed_pseudogene"
"1254572" "ENSG00000254633" "unitary_pseudogene"
"1254586" "ENSG00000197816" "protein_coding"
"1254750" "ENSG00000221269" "miRNA"
"1254753" "ENSG00000228957" "unprocessed_pseudogene"
"1254766" "ENSG00000196116" "protein_coding"
"1254809" "ENSG00000136842" "protein_coding"
"1254879" "ENSG00000228174" "antisense"
"1254890" "ENSG00000136925" "protein_coding"
"1254967" "ENSG00000136937" "protein_coding"
"1255061" "ENSG00000231521" "antisense"
"1255066" "ENSG00000136936" "protein_coding"
"1255111" "ENSG00000214417" "processed_pseudogene"
"1255115" "ENSG00000260677" "lincRNA"
"1255118" "ENSG00000236130" "lincRNA"
"1255122" "ENSG00000178919" "protein_coding"
"1255130" "ENSG00000136932" "protein_coding"
"1255207" "ENSG00000201830" "misc_RNA"
"1255210" "ENSG00000136929" "protein_coding"
"1255239" "ENSG00000136938" "protein_coding"
"1255268" "ENSG00000236896" "antisense"
"1255272" "ENSG00000212521" "snRNA"
"1255275" "ENSG00000095380" "protein_coding"
"1255323" "ENSG00000106785" "protein_coding"
"1255403" "ENSG00000274011" "misc_RNA"
"1255406" "ENSG00000106789" "protein_coding"
"1255463" "ENSG00000095383" "protein_coding"
"1255610" "ENSG00000278412" "miRNA"
"1255613" "ENSG00000224001" "processed_pseudogene"
"1255617" "ENSG00000136928" "protein_coding"
"1255739" "ENSG00000229897" "processed_pseudogene"
"1255742" "ENSG00000165138" "protein_coding"
"1255860" "ENSG00000119514" "protein_coding"
"1255903" "ENSG00000267026" "antisense"
"1255995" "ENSG00000229338" "processed_pseudogene"
"1255999" "ENSG00000204291" "protein_coding"
"1256192" "ENSG00000270412" "antisense"
"1256195" "ENSG00000106799" "protein_coding"
"1256352" "ENSG00000252942" "rRNA"
"1256355" "ENSG00000227269" "lincRNA"
"1256359" "ENSG00000240235" "misc_RNA"
"1256362" "ENSG00000119523" "protein_coding"
"1256392" "ENSG00000106803" "protein_coding"
"1256422" "ENSG00000222337" "misc_RNA"
"1256425" "ENSG00000255815" "processed_pseudogene"
"1256428" "ENSG00000271086" "lincRNA"
"1256461" "ENSG00000277828" "misc_RNA"
"1256464" "ENSG00000277465" "misc_RNA"
"1256467" "ENSG00000234860" "lincRNA"
"1256471" "ENSG00000237461" "lincRNA"
"1256480" "ENSG00000119508" "protein_coding"
"1256559" "ENSG00000255145" "antisense"
"1256564" "ENSG00000136874" "protein_coding"
"1256723" "ENSG00000254571" "antisense"
"1256727" "ENSG00000023318" "protein_coding"
"1256757" "ENSG00000234709" "transcribed_processed_pseudogene"
"1256760" "ENSG00000119509" "protein_coding"
"1256879" "ENSG00000239908" "misc_RNA"
"1256882" "ENSG00000238172" "processed_pseudogene"
"1256885" "ENSG00000270995" "processed_pseudogene"
"1256888" "ENSG00000231697" "transcribed_processed_pseudogene"
"1256891" "ENSG00000136891" "protein_coding"
"1256978" "ENSG00000066697" "protein_coding"
"1257047" "ENSG00000251349" "protein_coding"
"1257073" "ENSG00000241697" "protein_coding"
"1257099" "ENSG00000170681" "protein_coding"
"1257109" "ENSG00000200966" "misc_RNA"
"1257112" "ENSG00000237999" "processed_pseudogene"
"1257115" "ENSG00000230161" "processed_pseudogene"
"1257118" "ENSG00000229541" "processed_pseudogene"
"1257121" "ENSG00000148123" "protein_coding"
"1257184" "ENSG00000238143" "processed_pseudogene"
"1257187" "ENSG00000253041" "snoRNA"
"1257190" "ENSG00000227411" "unitary_pseudogene"
"1257195" "ENSG00000236763" "processed_pseudogene"
"1257198" "ENSG00000230328" "processed_pseudogene"
"1257203" "ENSG00000136881" "protein_coding"
"1257228" "ENSG00000234502" "processed_pseudogene"
"1257232" "ENSG00000136897" "protein_coding"
"1257242" "ENSG00000136870" "protein_coding"
"1257291" "ENSG00000136872" "protein_coding"
"1257344" "ENSG00000270982" "processed_pseudogene"
"1257347" "ENSG00000225376" "antisense"
"1257364" "ENSG00000165152" "protein_coding"
"1257401" "ENSG00000233055" "processed_pseudogene"
"1257404" "ENSG00000155827" "protein_coding"
"1257490" "ENSG00000198785" "protein_coding"
"1257518" "ENSG00000188386" "protein_coding"
"1257535" "ENSG00000230302" "processed_pseudogene"
"1257538" "ENSG00000230418" "processed_pseudogene"
"1257541" "ENSG00000238882" "snRNA"
"1257544" "ENSG00000235901" "processed_pseudogene"
"1257547" "ENSG00000204250" "lincRNA"
"1257554" "ENSG00000232242" "processed_pseudogene"
"1257558" "ENSG00000234269" "processed_pseudogene"
"1257561" "ENSG00000155833" "protein_coding"
"1257620" "ENSG00000229830" "processed_pseudogene"
"1257623" "ENSG00000225564" "lincRNA"
"1257645" "ENSG00000226566" "lincRNA"
"1257650" "ENSG00000253031" "rRNA"
"1257653" "ENSG00000270332" "lincRNA"
"1257660" "ENSG00000136824" "protein_coding"
"1257860" "ENSG00000242111" "unitary_pseudogene"
"1257871" "ENSG00000203396" "processed_pseudogene"
"1257874" "ENSG00000186881" "protein_coding"
"1257880" "ENSG00000283001" "antisense"
"1257884" "ENSG00000148136" "protein_coding"
"1257890" "ENSG00000204246" "protein_coding"
"1257898" "ENSG00000186943" "protein_coding"
"1257904" "ENSG00000237443" "unprocessed_pseudogene"
"1257907" "ENSG00000277556" "protein_coding"
"1257913" "ENSG00000276119" "protein_coding"
"1257919" "ENSG00000136839" "protein_coding"
"1257925" "ENSG00000273423" "unprocessed_pseudogene"
"1257928" "ENSG00000235248" "unprocessed_pseudogene"
"1257931" "ENSG00000179055" "protein_coding"
"1257937" "ENSG00000188712" "unprocessed_pseudogene"
"1257940" "ENSG00000136783" "protein_coding"
"1257961" "ENSG00000165028" "protein_coding"
"1258003" "ENSG00000165029" "protein_coding"
"1258150" "ENSG00000226334" "antisense"
"1258154" "ENSG00000230013" "lincRNA"
"1258158" "ENSG00000201583" "misc_RNA"
"1258161" "ENSG00000070214" "protein_coding"
"1258324" "ENSG00000106701" "protein_coding"
"1258523" "ENSG00000229419" "processed_pseudogene"
"1258526" "ENSG00000228317" "antisense"
"1258531" "ENSG00000106692" "protein_coding"
"1258700" "ENSG00000279609" "TEC"
"1258703" "ENSG00000186051" "protein_coding"
"1258711" "ENSG00000095209" "protein_coding"
"1258780" "ENSG00000228366" "processed_pseudogene"
"1258783" "ENSG00000232486" "processed_pseudogene"
"1258787" "ENSG00000228948" "processed_pseudogene"
"1258793" "ENSG00000234323" "lincRNA"
"1258835" "ENSG00000225002" "lincRNA"
"1258839" "ENSG00000229297" "lincRNA"
"1258843" "ENSG00000277889" "miRNA"
"1258846" "ENSG00000237062" "lincRNA"
"1258850" "ENSG00000234229" "lincRNA"
"1258856" "ENSG00000200131" "misc_RNA"
"1258859" "ENSG00000228143" "processed_pseudogene"
"1258862" "ENSG00000212276" "rRNA"
"1258865" "ENSG00000148143" "protein_coding"
"1259001" "ENSG00000230782" "antisense"
"1259011" "ENSG00000231562" "processed_pseudogene"
"1259014" "ENSG00000223615" "processed_pseudogene"
"1259017" "ENSG00000225531" "processed_pseudogene"
"1259020" "ENSG00000226047" "lincRNA"
"1259025" "ENSG00000226535" "processed_pseudogene"
"1259028" "ENSG00000119318" "protein_coding"
"1259114" "ENSG00000226825" "lincRNA"
"1259123" "ENSG00000213558" "processed_pseudogene"
"1259126" "ENSG00000199905" "snRNA"
"1259129" "ENSG00000136826" "protein_coding"
"1259183" "ENSG00000236005" "processed_pseudogene"
"1259187" "ENSG00000227350" "processed_pseudogene"
"1259190" "ENSG00000202308" "snRNA"
"1259193" "ENSG00000222558" "snRNA"
"1259196" "ENSG00000244104" "misc_RNA"
"1259199" "ENSG00000231293" "processed_pseudogene"
"1259202" "ENSG00000233727" "processed_pseudogene"
"1259206" "ENSG00000222459" "rRNA"
"1259209" "ENSG00000236783" "processed_pseudogene"
"1259212" "ENSG00000213557" "processed_pseudogene"
"1259215" "ENSG00000237360" "processed_pseudogene"
"1259218" "ENSG00000230030" "lincRNA"
"1259222" "ENSG00000169253" "processed_pseudogene"
"1259225" "ENSG00000231678" "lincRNA"
"1259229" "ENSG00000231810" "processed_pseudogene"
"1259232" "ENSG00000213556" "processed_pseudogene"
"1259235" "ENSG00000148156" "protein_coding"
"1259243" "ENSG00000187003" "protein_coding"
"1259251" "ENSG00000070061" "protein_coding"
"1259430" "ENSG00000119328" "protein_coding"
"1259474" "ENSG00000119326" "protein_coding"
"1259598" "ENSG00000106771" "protein_coding"
"1259712" "ENSG00000199331" "misc_RNA"
"1259715" "ENSG00000207698" "miRNA"
"1259718" "ENSG00000260230" "protein_coding"
"1259733" "ENSG00000095203" "protein_coding"
"1259828" "ENSG00000200106" "snRNA"
"1259831" "ENSG00000237124" "unprocessed_pseudogene"
"1259835" "ENSG00000207329" "misc_RNA"
"1259838" "ENSG00000070159" "protein_coding"
"1260054" "ENSG00000263861" "miRNA"
"1260057" "ENSG00000213539" "processed_pseudogene"
"1260061" "ENSG00000243444" "protein_coding"
"1260138" "ENSG00000232939" "antisense"
"1260143" "ENSG00000157654" "protein_coding"
"1260217" "ENSG00000228053" "processed_pseudogene"
"1260220" "ENSG00000241978" "protein_coding"
"1260290" "ENSG00000188959" "protein_coding"
"1260303" "ENSG00000136810" "protein_coding"
"1260335" "ENSG00000204193" "protein_coding"
"1260397" "ENSG00000165124" "protein_coding"
"1260663" "ENSG00000206658" "snRNA"
"1260666" "ENSG00000232896" "lincRNA"
"1260671" "ENSG00000030304" "protein_coding"
"1260826" "ENSG00000223918" "processed_pseudogene"
"1260829" "ENSG00000198121" "protein_coding"
"1260901" "ENSG00000206923" "snRNA"
"1260904" "ENSG00000207401" "misc_RNA"
"1260907" "ENSG00000212409" "misc_RNA"
"1260910" "ENSG00000227531" "lincRNA"
"1260915" "ENSG00000274263" "miRNA"
"1260918" "ENSG00000171133" "protein_coding"
"1260929" "ENSG00000136813" "protein_coding"
"1261217" "ENSG00000223238" "rRNA"
"1261220" "ENSG00000173258" "protein_coding"
"1261281" "ENSG00000283263" "protein_coding"
"1261303" "ENSG00000106853" "protein_coding"
"1261418" "ENSG00000224644" "antisense"
"1261422" "ENSG00000204173" "transcribed_unprocessed_pseudogene"
"1261433" "ENSG00000059769" "protein_coding"
"1261477" "ENSG00000244115" "protein_coding"
"1261489" "ENSG00000242616" "protein_coding"
"1261501" "ENSG00000165181" "protein_coding"
"1261747" "ENSG00000224067" "processed_pseudogene"
"1261751" "ENSG00000206907" "snRNA"
"1261754" "ENSG00000148154" "protein_coding"
"1261798" "ENSG00000266315" "miRNA"
"1261801" "ENSG00000222356" "snRNA"
"1261804" "ENSG00000259953" "sense_overlapping"
"1261813" "ENSG00000106868" "protein_coding"
"1262009" "ENSG00000222327" "snRNA"
"1262012" "ENSG00000200261" "misc_RNA"
"1262015" "ENSG00000225513" "processed_pseudogene"
"1262018" "ENSG00000119314" "protein_coding"
"1262214" "ENSG00000242256" "misc_RNA"
"1262217" "ENSG00000199525" "rRNA"
"1262220" "ENSG00000243911" "misc_RNA"
"1262223" "ENSG00000230081" "processed_pseudogene"
"1262227" "ENSG00000213529" "processed_pseudogene"
"1262230" "ENSG00000119471" "protein_coding"
"1262306" "ENSG00000230185" "antisense"
"1262322" "ENSG00000165185" "protein_coding"
"1262362" "ENSG00000250068" "unprocessed_pseudogene"
"1262367" "ENSG00000148153" "protein_coding"
"1262424" "ENSG00000226609" "antisense"
"1262428" "ENSG00000148158" "protein_coding"
"1262470" "ENSG00000119457" "protein_coding"
"1262497" "ENSG00000271631" "antisense"
"1262500" "ENSG00000237906" "transcribed_unitary_pseudogene"
"1262508" "ENSG00000228623" "protein_coding"
"1262517" "ENSG00000136866" "protein_coding"
"1262556" "ENSG00000225684" "lincRNA"
"1262564" "ENSG00000231528" "lincRNA"
"1262572" "ENSG00000136867" "protein_coding"
"1262604" "ENSG00000119321" "protein_coding"
"1262769" "ENSG00000136868" "protein_coding"
"1262788" "ENSG00000176386" "protein_coding"
"1262808" "ENSG00000136875" "protein_coding"
"1262878" "ENSG00000165188" "protein_coding"
"1262931" "ENSG00000148225" "protein_coding"
"1263069" "ENSG00000119411" "protein_coding"
"1263093" "ENSG00000119431" "protein_coding"
"1263118" "ENSG00000148218" "protein_coding"
"1263211" "ENSG00000148229" "protein_coding"
"1263248" "ENSG00000157653" "protein_coding"
"1263321" "ENSG00000138835" "protein_coding"
"1263804" "ENSG00000237073" "antisense"
"1263809" "ENSG00000282897" "TEC"
"1263812" "ENSG00000233817" "lincRNA"
"1263816" "ENSG00000227482" "lincRNA"
"1263821" "ENSG00000214669" "processed_pseudogene"
"1263824" "ENSG00000232905" "processed_pseudogene"
"1263827" "ENSG00000157657" "protein_coding"
"1264001" "ENSG00000106927" "protein_coding"
"1264072" "ENSG00000136883" "protein_coding"
"1264167" "ENSG00000196739" "protein_coding"
"1264455" "ENSG00000207726" "miRNA"
"1264458" "ENSG00000229314" "protein_coding"
"1264481" "ENSG00000228278" "protein_coding"
"1264499" "ENSG00000106948" "protein_coding"
"1264751" "ENSG00000235119" "lincRNA"
"1264755" "ENSG00000095397" "protein_coding"
"1264847" "ENSG00000271214" "processed_pseudogene"
"1264850" "ENSG00000235797" "processed_pseudogene"
"1264853" "ENSG00000136888" "protein_coding"
"1264868" "ENSG00000157693" "protein_coding"
"1264924" "ENSG00000201749" "misc_RNA"
"1264927" "ENSG00000230054" "protein_coding"
"1264940" "ENSG00000230601" "protein_coding"
"1264971" "ENSG00000230284" "processed_pseudogene"
"1264974" "ENSG00000274919" "processed_pseudogene"
"1264977" "ENSG00000181634" "protein_coding"
"1264998" "ENSG00000229817" "processed_pseudogene"
"1265001" "ENSG00000106952" "protein_coding"
"1265033" "ENSG00000041982" "protein_coding"
"1265413" "ENSG00000236461" "lincRNA"
"1265421" "ENSG00000173077" "protein_coding"
"1265457" "ENSG00000234692" "lincRNA"
"1265462" "ENSG00000274755" "snRNA"
"1265465" "ENSG00000228714" "lincRNA"
"1265470" "ENSG00000204148" "lincRNA"
"1265475" "ENSG00000228707" "lincRNA"
"1265479" "ENSG00000182752" "protein_coding"
"1265538" "ENSG00000226604" "antisense"
"1265542" "ENSG00000244757" "antisense"
"1265548" "ENSG00000256040" "antisense"
"1265551" "ENSG00000148219" "protein_coding"
"1265815" "ENSG00000229105" "antisense"
"1265829" "ENSG00000230894" "antisense"
"1265834" "ENSG00000119401" "protein_coding"
"1265862" "ENSG00000230734" "processed_pseudogene"
"1265865" "ENSG00000207268" "snoRNA"
"1265868" "ENSG00000201140" "misc_RNA"
"1265871" "ENSG00000222413" "misc_RNA"
"1265874" "ENSG00000233516" "lincRNA"
"1265878" "ENSG00000233569" "lincRNA"
"1265886" "ENSG00000235133" "processed_pseudogene"
"1265889" "ENSG00000136869" "protein_coding"
"1265920" "ENSG00000201444" "snRNA"
"1265923" "ENSG00000228512" "lincRNA"
"1265928" "ENSG00000231901" "lincRNA"
"1265934" "ENSG00000234782" "processed_pseudogene"
"1265937" "ENSG00000225050" "lincRNA"
"1265941" "ENSG00000235201" "lincRNA"
"1265945" "ENSG00000231166" "processed_pseudogene"
"1265948" "ENSG00000078725" "protein_coding"
"1265990" "ENSG00000260970" "lincRNA"
"1265995" "ENSG00000261432" "lincRNA"
"1265998" "ENSG00000225960" "lincRNA"
"1266003" "ENSG00000207814" "miRNA"
"1266006" "ENSG00000136861" "protein_coding"
"1266600" "ENSG00000106780" "protein_coding"
"1266618" "ENSG00000238181" "processed_pseudogene"
"1266621" "ENSG00000119402" "protein_coding"
"1266674" "ENSG00000214654" "transcribed_processed_pseudogene"
"1266680" "ENSG00000270917" "processed_pseudogene"
"1266683" "ENSG00000095261" "protein_coding"
"1266771" "ENSG00000226752" "processed_transcript"
"1266783" "ENSG00000119403" "protein_coding"
"1266979" "ENSG00000056558" "protein_coding"
"1267041" "ENSG00000106804" "protein_coding"
"1267148" "ENSG00000119397" "protein_coding"
"1267597" "ENSG00000119396" "protein_coding"
"1267640" "ENSG00000243738" "misc_RNA"
"1267643" "ENSG00000148180" "protein_coding"
"1267931" "ENSG00000214651" "processed_pseudogene"
"1267935" "ENSG00000239593" "antisense"
"1267939" "ENSG00000235865" "antisense"
"1267942" "ENSG00000283299" "protein_coding"
"1267980" "ENSG00000283430" "protein_coding"
"1268018" "ENSG00000148175" "protein_coding"
"1268066" "ENSG00000227355" "antisense"
"1268083" "ENSG00000204136" "transcribed_unitary_pseudogene"
"1268124" "ENSG00000240299" "misc_RNA"
"1268127" "ENSG00000213467" "processed_pseudogene"
"1268130" "ENSG00000136848" "protein_coding"
"1268317" "ENSG00000229854" "antisense"
"1268321" "ENSG00000261534" "sense_overlapping"
"1268324" "ENSG00000175764" "protein_coding"
"1268413" "ENSG00000237548" "lincRNA"
"1268417" "ENSG00000266583" "miRNA"
"1268420" "ENSG00000119421" "protein_coding"
"1268434" "ENSG00000185681" "protein_coding"
"1268481" "ENSG00000106852" "protein_coding"
"1268657" "ENSG00000119446" "protein_coding"
"1268688" "ENSG00000148187" "protein_coding"
"1268869" "ENSG00000095303" "protein_coding"
"1269042" "ENSG00000269970" "sense_intronic"
"1269045" "ENSG00000233616" "lincRNA"
"1269049" "ENSG00000229245" "antisense"
"1269057" "ENSG00000231465" "antisense"
"1269062" "ENSG00000136834" "protein_coding"
"1269068" "ENSG00000197233" "protein_coding"
"1269074" "ENSG00000239590" "protein_coding"
"1269080" "ENSG00000171505" "protein_coding"
"1269090" "ENSG00000171501" "protein_coding"
"1269103" "ENSG00000171496" "protein_coding"
"1269109" "ENSG00000228914" "unprocessed_pseudogene"
"1269112" "ENSG00000234156" "antisense"
"1269122" "ENSG00000165202" "protein_coding"
"1269128" "ENSG00000280094" "polymorphic_pseudogene"
"1269135" "ENSG00000173679" "protein_coding"
"1269146" "ENSG00000171481" "protein_coding"
"1269152" "ENSG00000226783" "processed_pseudogene"
"1269155" "ENSG00000136939" "protein_coding"
"1269161" "ENSG00000171459" "protein_coding"
"1269172" "ENSG00000232387" "processed_pseudogene"
"1269175" "ENSG00000148215" "protein_coding"
"1269181" "ENSG00000136940" "protein_coding"
"1269213" "ENSG00000165204" "protein_coding"
"1269219" "ENSG00000233425" "processed_pseudogene"
"1269222" "ENSG00000056586" "protein_coding"
"1269476" "ENSG00000212447" "snoRNA"
"1269479" "ENSG00000186130" "protein_coding"
"1269489" "ENSG00000171448" "protein_coding"
"1269508" "ENSG00000261094" "sense_overlapping"
"1269514" "ENSG00000011454" "protein_coding"
"1269712" "ENSG00000222351" "misc_RNA"
"1269715" "ENSG00000213216" "processed_pseudogene"
"1269718" "ENSG00000188394" "protein_coding"
"1269726" "ENSG00000225078" "processed_pseudogene"
"1269731" "ENSG00000236901" "sense_intronic"
"1269738" "ENSG00000165209" "protein_coding"
"1269961" "ENSG00000148204" "protein_coding"
"1270041" "ENSG00000119522" "protein_coding"
"1270286" "ENSG00000207991" "miRNA"
"1270289" "ENSG00000274932" "miRNA"
"1270292" "ENSG00000237336" "antisense"
"1270296" "ENSG00000230826" "antisense"
"1270300" "ENSG00000229115" "processed_pseudogene"
"1270304" "ENSG00000234881" "processed_pseudogene"
"1270307" "ENSG00000106689" "protein_coding"
"1270356" "ENSG00000236668" "antisense"
"1270360" "ENSG00000231227" "sense_overlapping"
"1270364" "ENSG00000234921" "antisense"
"1270369" "ENSG00000119408" "protein_coding"
"1270694" "ENSG00000235204" "antisense"
"1270698" "ENSG00000227200" "sense_intronic"
"1270702" "ENSG00000136930" "protein_coding"
"1270761" "ENSG00000180264" "protein_coding"
"1270832" "ENSG00000136931" "protein_coding"
"1270893" "ENSG00000231149" "lincRNA"
"1270897" "ENSG00000148200" "protein_coding"
"1271011" "ENSG00000231744" "processed_pseudogene"
"1271015" "ENSG00000241246" "misc_RNA"
"1271018" "ENSG00000224020" "antisense"
"1271022" "ENSG00000207595" "miRNA"
"1271025" "ENSG00000207737" "miRNA"
"1271028" "ENSG00000236643" "antisense"
"1271033" "ENSG00000185585" "protein_coding"
"1271082" "ENSG00000136918" "protein_coding"
"1271150" "ENSG00000136942" "protein_coding"
"1271213" "ENSG00000136950" "protein_coding"
"1271248" "ENSG00000136935" "protein_coding"
"1271381" "ENSG00000199313" "snRNA"
"1271384" "ENSG00000173611" "protein_coding"
"1271546" "ENSG00000177736" "processed_pseudogene"
"1271549" "ENSG00000119414" "protein_coding"
"1271622" "ENSG00000232630" "processed_pseudogene"
"1271625" "ENSG00000235332" "processed_pseudogene"
"1271629" "ENSG00000136933" "protein_coding"
"1271748" "ENSG00000044574" "protein_coding"
"1271770" "ENSG00000239705" "antisense"
"1271775" "ENSG00000165219" "protein_coding"
"1272409" "ENSG00000214593" "processed_pseudogene"
"1272412" "ENSG00000200554" "snRNA"
"1272415" "ENSG00000227845" "processed_pseudogene"
"1272418" "ENSG00000274510" "misc_RNA"
"1272421" "ENSG00000119487" "protein_coding"
"1272731" "ENSG00000243845" "misc_RNA"
"1272734" "ENSG00000227068" "antisense"
"1272739" "ENSG00000214761" "processed_pseudogene"
"1272742" "ENSG00000229582" "processed_transcript"
"1272750" "ENSG00000167081" "protein_coding"
"1272917" "ENSG00000232413" "lincRNA"
"1272921" "ENSG00000228392" "lincRNA"
"1272926" "ENSG00000196814" "protein_coding"
"1272995" "ENSG00000253079" "misc_RNA"
"1272998" "ENSG00000252985" "snoRNA"
"1273001" "ENSG00000233721" "lincRNA"
"1273005" "ENSG00000279137" "TEC"
"1273008" "ENSG00000226078" "lincRNA"
"1273012" "ENSG00000224842" "antisense"
"1273024" "ENSG00000136944" "protein_coding"
"1273108" "ENSG00000238010" "sense_intronic"
"1273112" "ENSG00000169155" "protein_coding"
"1273149" "ENSG00000177125" "protein_coding"
"1273166" "ENSG00000136828" "protein_coding"
